Ano,Item,Dados,América,Atlético GO,Atlético,Athletico,Avaí,Bahia,Botafogo,Chapecoense,Corinthians,Coritiba,Vitória,Cruzeiro,Cuiabá,Flamengo,Fluminense,Fortaleza,Goiás,Grêmio,Criciúma,Internacional,Palmeiras,Juventude,São Paulo,Vasco,Sport,Santos,Red Bull Bragantino,Ceará,Mirassol,Média da Liga
2024,RECEITA,Receita Operacional,95.8,116.694,627.465,545.8749999999999,38.1,243.807,648.627,25.826,1043.421,87.003,178.715,357.844,319.476,1249.384,667.793,251.106,37.975,510.32,69.848,488.21000000000004,1207.349,134.894,722.37,452.25800000000004,136.0,459.0,506.216,181.043,,517.0836
2024,RECEITA,Receita da Atividade Esportiva,48.4,109.625,444.62700000000007,273.6069999999999,29.7,237.654,552.271,25.734,705.0,68.999,177.0,283.0,205.053,1142.0,399.624,231.515,34.388,404.0,67.901,310.0,767.0,131.0,629.0,282.0,136.0,252.0,425.224,162.0,,387.3780500000001
2024,RECEITA,Receita c/ Transmissão + Premiações,11.7,58.123,247.742,57.558,8.2,112.788,358.486,6.119,365.699,9.753,84.237,138.072,56.036,453.543,166.696,103.019,11.542,178.616,60.387,126.164,234.197,94.055,239.421,146.815,25.175,55.48,0.0,5.327,,172.71863157894737
2024,RECEITA,Receita Comercial,15.1,14.222,59.466,35.544,10.6,57.09,59.088,11.68,253.721,26.746,42.38,73.225,31.158,420.227,78.274,47.546,6.988,77.15,11.243,87.79400000000001,179.61,25.854,99.09200000000001,59.907000000000004,19.316,89.114,0.0,40.054,,90.13636842105265
2024,RECEITA,Receita c/ Match-Day + Sócio-Torcedor,2.9000000000000004,13.625,112.877,85.459,9.7,83.183,84.976,5.763,93.994,25.700000000000003,48.837999999999994,83.50800000000001,14.703000000000001,243.539,99.05600000000001,64.618,5.383,111.043,23.138,93.25,126.99699999999999,10.123999999999999,147.75,87.79499999999999,29.659,62.374,0.0,22.116999999999997,,85.7091052631579
2024,RECEITA,Receita c/ Negociação de atletas,47.4,7.069,182.838,272.268,8.5,35.693,96.356,0.092,338.421,18.004,1.715,74.844,114.423,107.384,268.169,19.591,3.588,106.32,1.947,178.21,440.349,3.894,93.37,170.258,60.231,207.0,80.992,19.043,,129.70554999999996
2024,DESPESA,Folha do Futebol,71.6,46.289,323.366,136.166,51.300000000000004,293.677,372.5,29.677999999999997,367.714,81.512,98.667,200.355,92.403,524.04,346.528,142.852,56.888,164.647,77.262,255.77999999999997,478.424,61.148,375.57599999999996,213.377,63.22,187.229,0.0,62.574999999999996,,240.56689473684213
2024,DESPESA,Folha do Futebol + Amortização,75.69999999999999,51.158,435.94399999999996,181.86,52.50000000000001,392.107,502.01800000000003,34.638999999999996,450.203,101.22200000000001,102.037,282.67199999999997,102.69800000000001,737.3489999999999,379.16,195.37900000000002,58.646,212.051,77.262,333.47999999999996,586.004,61.929,458.69899999999996,305.309,74.28999999999999,231.173,0.0,127.447,,307.7536315789473
2024,DESPESA,Folha do Futebol + Compra de Jogadores,77.19999999999999,57.54,552.5409999999999,237.946,51.900000000000006,558.2650000000001,904.933,30.528,575.216,81.889,118.068,532.226,110.55600000000001,938.848,419.086,225.144,59.330999999999996,294.181,77.262,443.53099999999995,663.8779999999999,63.736000000000004,486.32899999999995,398.51300000000003,85.987,221.33,114.046,62.574999999999996,,388.59225
2024,DESPESA,Custo da Atividade Esportiva,103.0,137.0,619.95,250.747,69.4,445.465,608.584,52.377,660.0,122.393,206.0,395.089,129.357,982.0,476.0,275.265,76.647,412.0,84.671,404.427,622.0,84.533,757.0,382.141,92.679,297.661,431.672,109.0,,418.19505
2024,RESULTADO,Resultado Operacional (Segmento Futebol),-54.6,-27.375,-175.32299999999998,22.8599999999999,-39.7,-207.81099999999998,-56.31299999999999,-26.643,45.0,-53.394000000000005,-29.0,-112.089,75.696,160.0,-76.37599999999998,-43.75,-42.25900000000001,-8.0,-16.77000000000001,-94.42700000000002,145.0,45.999,-82.58499999999992,-56.59,-10.308,43.975,36.291,13.622,,-22.778149999999997
2024,RESULTADO,Resultado,-58.4,-45.111,-299.354,23.439,-68.7,-246.545,-299.983,-26.818,-22.022,-139.403,-41.305,-169.908,64.753,-2.6,0.114,-80.325,-69.121,43.592,-28.995,-34.499,198.183,34.227,-287.64,-114.682,-16.587,-105.206,31.001,-5.702,,-63.88299999999998
