Ano,Item,Dados,Atlético GO,Atlético,Athletico,Bahia,Botafogo,Corinthians,Vitória,Cruzeiro,Cuiabá,Flamengo,Fluminense,Fortaleza,Grêmio,Criciúma,Internacional,Palmeiras,Juventude,São Paulo,Vasco,Sport,Santos,Red Bull Bragantino,Ceará,Mirassol,Média da Liga
2025,RECEITAS RELEVANTES,Receitas Relevantes,0.0,0.0,0.0,468.195,0.0,0.0,227.643,0.0,0.0,2004.733,0.0,0.0,956.1819999999999,0.0,0.0,1765.7110000000002,139.744,0.0,0.0,0.0,700.3909999999998,0.0,0.0,0.0,313.12994999999995
2025,Receitas Operacionais,Receitas Operacionais,0.0,0.0,0.0,390.45799999999997,0.0,0.0,200.209,0.0,0.0,1570.724,0.0,0.0,800.3129999999999,0.0,0.0,1080.262,120.516,0.0,0.0,0.0,488.36799999999994,0.0,0.0,0.0,232.54249999999993
2025,Receitas Operacionais,Receitas de bilheteria de todas as competições,0.0,0.0,0.0,116.81,0.0,0.0,9.077,0.0,0.0,142.49,0.0,0.0,3.91,0.0,0.0,81.093,3.3,0.0,0.0,0.0,32.326,0.0,0.0,0.0,19.450300000000006
2025,Receitas Operacionais,Programas de sócio torcedor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.699,0.0,0.0,67.551,0.0,0.0,73.614,6.695,0.0,0.0,0.0,57.224,0.0,0.0,0.0,14.63915
2025,Receitas Operacionais,Vendas de hospitalidade camaroes e outras receitas ligadas à realização das partidas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5893500000000005
2025,Receitas Operacionais,Direitos de transmissão,0.0,0.0,0.0,185.757,0.0,0.0,114.552,0.0,0.0,232.756,0.0,0.0,155.548,0.0,0.0,200.02,88.014,0.0,0.0,0.0,156.172,0.0,0.0,0.0,56.64095
2025,Receitas Operacionais,Premiações por desempenho em competições,0.0,0.0,0.0,0.0,0.0,0.0,32.404,0.0,0.0,378.797,0.0,0.0,0.032,0.0,0.0,327.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91715000000001
2025,Receitas Operacionais,Receitas de eventos não relacionadas a partidas mas que utilizem a infraestrutura do clube (Shows eventos corporativos),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.549,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45445
2025,Receitas Operacionais,Outras receitas operacionais,0.0,0.0,0.0,2.263,0.0,0.0,6.047,0.0,0.0,69.35,0.0,0.0,423.645,0.0,0.0,149.553,3.566,0.0,0.0,0.0,100.213,0.0,0.0,0.0,37.731849999999994
2025,Receitas Operacionais,Receitas comerciais como:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Receitas Operacionais,"Patrocínios, publicidade, propaganda e marketing",0.0,0.0,0.0,85.628,0.0,0.0,38.129,0.0,0.0,410.252,0.0,0.0,108.425,0.0,0.0,213.653,18.941,0.0,0.0,0.0,142.433,0.0,0.0,0.0,50.87305
2025,Receitas Operacionais,Venda de produtos oficiais licenciamento e merchandising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.044,0.0,0.0,31.006,0.0,0.0,35.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86345
2025,Receitas Operacionais,Outras receitas comerciais e de marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828
2025,Receitas Financeiras,Receitas Financeiras,0.0,0.0,0.0,3.043,0.0,0.0,0.457,0.0,0.0,53.492,0.0,0.0,34.122,0.0,0.0,154.573,5.597,0.0,0.0,0.0,77.089,0.0,0.0,0.0,16.418650000000003
2025,Receitas com Transferências de Atletas.,Receitas com Transferências de Atletas,0.0,0.0,0.0,100.114,0.0,0.0,42.772,0.0,0.0,451.5,0.0,0.0,127.105,0.0,0.0,584.86,13.631,0.0,0.0,0.0,134.934,0.0,0.0,0.0,72.7458
2025,Receitas com Transferências de Atletas.,Receita com a transferência definitiva de atletas,0.0,0.0,0.0,100.114,0.0,0.0,52.98,0.0,0.0,518.741,0.0,0.0,127.105,0.0,0.0,653.202,15.985,0.0,0.0,0.0,188.517,0.0,0.0,0.0,82.8322
2025,Receitas com Transferências de Atletas.,Custos diretos da transação,0.0,0.0,0.0,0.0,0.0,0.0,10.208,0.0,0.0,67.241,0.0,0.0,0.0,0.0,0.0,68.342,2.354,0.0,0.0,0.0,53.583,0.0,0.0,0.0,10.086400000000001
2025,Ajustes e Deduções da Receita Relevante,Ajustes e Deduções da Receita Relevante,0.0,0.0,0.0,25.42,0.0,0.0,15.795,0.0,0.0,70.983,0.0,0.0,5.358,0.0,0.0,53.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.577000000000002
2025,Ajustes e Deduções da Receita Relevante,Impostos e contribuições,0.0,0.0,0.0,25.42,0.0,0.0,15.795,0.0,0.0,70.983,0.0,0.0,5.358,0.0,0.0,53.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.577000000000002
2025,Ajustes e Deduções da Receita Relevante,Receitas destinadas às associações originais (em caso de SAF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Ajustes e Deduções da Receita Relevante,Receita decorrente de redução de passivos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Ajustes e Deduções da Receita Relevante,Descontos decorrentes de transação tributária,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,DESPESAS RELEVANTES,Despesas Relevantes,0.0,0.0,0.0,625.351,0.0,0.0,290.454,0.0,0.0,2199.0989999999997,0.0,0.0,891.093,0.0,0.0,2162.922,122.054,0.0,0.0,0.0,742.6139999999999,0.0,0.0,0.0,351.67935
2025,Despesas Operacionais,Despesas Operacionais,0.0,0.0,0.0,467.229,0.0,0.0,249.627,0.0,0.0,1160.8519999999999,0.0,0.0,641.2239999999999,0.0,0.0,933.57,96.05199999999999,0.0,0.0,0.0,532.5989999999999,0.0,0.0,0.0,204.05765000000002
2025,Despesas Operacionais,custos das vendas / materiais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.814,0.0,0.0,15.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077
2025,Despesas Operacionais,Benefícios a empregados que sejam Pessoas Relevantes,0.0,0.0,0.0,339.935,0.0,0.0,132.553,0.0,0.0,699.183,0.0,0.0,211.779,0.0,0.0,530.155,59.01,0.0,0.0,0.0,312.948,0.0,0.0,0.0,114.27815000000001
2025,Despesas Operacionais,Benefícios a empregados que não sejam pessoas relevantes,0.0,0.0,0.0,0.0,0.0,0.0,8.392,0.0,0.0,89.563,0.0,0.0,36.36,0.0,0.0,109.517,4.038,0.0,0.0,0.0,70.285,0.0,0.0,0.0,15.907749999999998
2025,Despesas Operacionais,Outras despesas operacionais,0.0,0.0,0.0,127.29399999999998,0.0,0.0,108.682,0.0,0.0,346.292,0.0,0.0,377.359,0.0,0.0,293.898,33.004,0.0,0.0,0.0,149.366,0.0,0.0,0.0,71.79475
2025,Outras despesas operacionais,Custos e despesas com jogos,0.0,0.0,0.0,0.0,0.0,0.0,16.755,0.0,0.0,131.195,0.0,0.0,22.746,0.0,0.0,53.922,0.423,0.0,0.0,0.0,31.513,0.0,0.0,0.0,12.827699999999998
2025,Outras despesas operacionais,Custos administrativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Outras despesas operacionais,Custos de aluguel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.776,0.0,0.0,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60625
2025,Outras despesas operacionais,Custos de arrendamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Outras despesas operacionais,Depreciação de ativos de direito de uso,0.0,0.0,0.0,3.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.359,0.0,0.0,1.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72955
2025,Outras despesas operacionais,Despesas administrativas e gerais,0.0,0.0,0.0,41.13,0.0,0.0,34.846,0.0,0.0,52.722,0.0,0.0,53.282,0.0,0.0,191.495,4.788,0.0,0.0,0.0,24.457,0.0,0.0,0.0,20.136000000000003
